,importance
tag_svd_15,0.08766649610714682
tag_svd_14,0.052801526404002354
tag_svd_48,0.03824589972775481
tag_svd_35,0.032653527121050276
tag_svd_37,0.028040706969504933
tag_svd_22,0.02652296921275418
tag_svd_21,0.021987003071167088
tag_svd_29,0.019574987327878823
tag_svd_20,0.017117222645445455
tag_svd_4,0.013515253963254826
